#WAVELENGTH FLUX
1193.912 9.36884743931518e-16
1193.922 9.36884743931518e-16
1193.932 9.368847439315122e-16
1193.942 9.36884743931518e-16
1193.952 9.368847439315122e-16
1193.962 9.368847439315294e-16
1193.972 9.368847439315122e-16
1193.982 9.368847439315073e-16
1193.992 9.36884743931523e-16
1194.002 9.368847439315073e-16
1194.012 9.36884743931523e-16
1194.022 9.368847439315186e-16
1194.032 9.36884743931523e-16
1194.042 9.368847439315073e-16
1194.052 9.36884743931523e-16
1194.062 9.368847439315073e-16
1194.072 9.36884743931523e-16
1194.0819999999999 9.368847439315186e-16
1194.0919999999999 9.36884743931523e-16
1194.1019999999999 9.368847439315073e-16
1194.1119999999999 9.36884743931523e-16
1194.1219999999998 9.368847439315073e-16
1194.1319999999998 9.36884743931523e-16
1194.1419999999998 9.368847439315186e-16
1194.1519999999998 9.36884743931523e-16
1194.1619999999998 9.368847439315073e-16
1194.1719999999998 9.36884743931523e-16
1194.1819999999998 9.368847439315186e-16
1194.1919999999998 9.36884743931523e-16
1194.2019999999998 9.368847439315073e-16
1194.2119999999998 9.36884743931523e-16
1194.2219999999998 9.368847439315073e-16
1194.2319999999997 9.36884743931523e-16
1194.2419999999997 9.368847439315186e-16
1194.2519999999997 9.36884743931523e-16
1194.2619999999997 9.368847439315073e-16
1194.2719999999997 9.36884743931523e-16
1194.2819999999997 9.368847439315073e-16
1194.2919999999997 9.368847439315122e-16
1194.3019999999997 9.368847439315294e-16
1194.3119999999997 9.368847439315122e-16
1194.3219999999997 9.36884743931518e-16
1194.3319999999997 9.368847439315122e-16
1194.3419999999996 9.36884743931518e-16
1194.3519999999996 9.368847439315122e-16
1194.3619999999996 9.368847439315294e-16
1194.3719999999996 9.368847439315122e-16
1194.3819999999996 9.36884743931518e-16
1194.3919999999996 9.368847439315122e-16
1194.4019999999996 9.368847439315073e-16
1194.4119999999996 9.368847439315337e-16
1194.4219999999996 9.36884743931508e-16
1194.4319999999996 9.368847439315337e-16
1194.4419999999996 9.368847439314965e-16
1194.4519999999995 9.340810524341599e-16
1194.4619999999995 9.013335234124263e-16
1194.4719999999995 9.013335234124399e-16
1194.4819999999995 9.013335234123983e-16
1194.4919999999995 9.013335234124399e-16
1194.5019999999995 9.013335234124263e-16
1194.5119999999995 9.013335234124399e-16
1194.5219999999995 9.013335234124263e-16
1194.5319999999995 9.013335234124399e-16
1194.5419999999995 9.013335234123983e-16
1194.5519999999995 9.013335234124399e-16
1194.5619999999994 9.013335234124263e-16
1194.5719999999994 9.013335234124117e-16
1194.5819999999994 9.013335234124545e-16
1194.5919999999994 9.013335234124117e-16
1194.6019999999994 9.013335234124266e-16
1194.6119999999994 9.013335234124117e-16
1194.6219999999994 9.013335234124545e-16
1194.6319999999994 9.013335234124117e-16
1194.6419999999994 9.013335234124263e-16
1194.6519999999994 9.013335234124399e-16
1194.6619999999994 9.013335234124263e-16
1194.6719999999993 9.01333523412412e-16
1194.6819999999993 9.013335234124263e-16
1194.6919999999993 9.013335234124399e-16
1194.7019999999993 9.013335234124263e-16
1194.7119999999993 9.013335234124399e-16
1194.7219999999993 9.013335234123983e-16
1194.7319999999993 9.013335234124399e-16
1194.7419999999993 9.013335234124263e-16
1194.7519999999993 9.013335234124399e-16
1194.7619999999993 9.013335234124263e-16
1194.7719999999993 9.013335234124399e-16
1194.7819999999992 9.013335234124263e-16
1194.7919999999992 9.01333523412412e-16
1194.8019999999992 9.013335234124263e-16
1194.8119999999992 9.013335234124399e-16
1194.8219999999992 9.013335234124263e-16
1194.8319999999992 9.013335234124117e-16
1194.8419999999992 9.013335234124266e-16
1194.8519999999992 9.013335234124399e-16
1194.8619999999992 9.013335234124263e-16
1194.8719999999992 9.013335234124117e-16
1194.8819999999992 9.013335234124545e-16
1194.8919999999991 9.013335234124399e-16
1194.9019999999991 9.013335234124263e-16
1194.9119999999991 9.013335234124117e-16
1194.9219999999991 9.013335234124266e-16
1194.931999999999 9.013335234124117e-16
1194.941999999999 9.013335234124263e-16
1194.951999999999 9.013335234124399e-16
1194.961999999999 9.013335234124266e-16
1194.971999999999 9.013335234124117e-16
1194.981999999999 9.013335234124263e-16
1194.991999999999 9.013335234124399e-16
1195.001999999999 9.013335234124263e-16
1195.011999999999 9.013335234124399e-16
1195.021999999999 9.013335234124263e-16
1195.031999999999 9.013335234124399e-16
1195.041999999999 9.013335234123983e-16
1195.051999999999 9.013335234124399e-16
1195.061999999999 9.013335234124263e-16
1195.071999999999 9.013335234124399e-16
1195.081999999999 9.013335234123983e-16
1195.091999999999 9.013335234124399e-16
1195.101999999999 9.013335234124263e-16
1195.111999999999 9.013335234124399e-16
1195.121999999999 9.013335234124263e-16
1195.131999999999 9.013335234124399e-16
1195.141999999999 9.013335234124263e-16
1195.151999999999 9.013335234124399e-16
1195.161999999999 9.013335234124263e-16
1195.171999999999 9.013335234123837e-16
1195.1819999999989 9.013335234124545e-16
1195.1919999999989 9.013335234124399e-16
1195.2019999999989 9.0133352341237e-16
1195.2119999999989 9.013335234124399e-16
1195.2219999999988 9.013335234124545e-16
1195.2319999999988 9.013335234124399e-16
1195.2419999999988 9.013335234123979e-16
1195.2519999999988 9.013335234124399e-16
1195.2619999999988 9.013335234124545e-16
1195.2719999999988 9.013335234124117e-16
1195.2819999999988 9.013335234124263e-16
1195.2919999999988 9.01333523412412e-16
1195.3019999999988 9.013335234124545e-16
1195.3119999999988 9.013335234124117e-16
1195.3219999999988 9.013335234123983e-16
1195.3319999999987 9.013335234124399e-16
1195.3419999999987 9.013335234124545e-16
1195.3519999999987 9.013335234124117e-16
1195.3619999999987 9.013335234124263e-16
1195.3719999999987 9.013335234124399e-16
1195.3819999999987 9.013335234124263e-16
1195.3919999999987 9.013335234124399e-16
1195.4019999999987 9.013335234124263e-16
1195.4119999999987 9.013335234124399e-16
1195.4219999999987 9.013335234123983e-16
1195.4319999999987 9.013335234124117e-16
1195.4419999999986 9.013335234124266e-16
1195.4519999999986 9.013335234124399e-16
1195.4619999999986 9.013335234124263e-16
1195.4719999999986 9.013335234124117e-16
1195.4819999999986 9.013335234124545e-16
1195.4919999999986 9.013335234124399e-16
1195.5019999999986 9.013335234124263e-16
1195.5119999999986 9.013335234124117e-16
1195.5219999999986 9.013335234124545e-16
1195.5319999999986 9.013335234124399e-16
1195.5419999999986 9.0133352341237e-16
1195.5519999999985 9.013335234124399e-16
1195.5619999999985 9.013335234124545e-16
1195.5719999999985 9.01333523412412e-16
1195.5819999999985 9.013335234123979e-16
1195.5919999999985 9.013335234124399e-16
1195.6019999999985 9.013335234124545e-16
1195.6119999999985 9.013335234124117e-16
1195.6219999999985 9.013335234124263e-16
1195.6319999999985 9.013335234124399e-16
1195.6419999999985 9.013335234124545e-16
1195.6519999999985 9.013335234124117e-16
1195.6619999999984 9.013335234123983e-16
1195.6719999999984 9.013335234124399e-16
1195.6819999999984 9.013335234124263e-16
1195.6919999999984 9.01333523412412e-16
1195.7019999999984 9.013335234124263e-16
1195.7119999999984 9.013335234124399e-16
1195.7219999999984 9.013335234124263e-16
1195.7319999999984 9.013335234124399e-16
1195.7419999999984 9.013335234124263e-16
1195.7519999999984 9.013335234124399e-16
1195.7619999999984 9.013335234124263e-16
1195.7719999999983 9.013335234124117e-16
1195.7819999999983 9.013335234123986e-16
1195.7919999999983 9.013335234124399e-16
1195.8019999999983 9.013335234124263e-16
1195.8119999999983 9.013335234124117e-16
1195.8219999999983 9.013335234124545e-16
1195.8319999999983 9.013335234124399e-16
1195.8419999999983 9.013335234123979e-16
1195.8519999999983 9.013335234124399e-16
1195.8619999999983 9.013335234124545e-16
1195.8719999999983 8.685267995845834e-16
1195.8819999999982 8.676593885658914e-16
1195.8919999999982 8.676593885658859e-16
1195.9019999999982 8.676593885658784e-16
1195.9119999999982 8.676593885658991e-16
1195.9219999999982 8.676593885658914e-16
1195.9319999999982 8.676593885658862e-16
1195.9419999999982 8.676593885658914e-16
1195.9519999999982 8.676593885658862e-16
1195.9619999999982 8.676593885658914e-16
1195.9719999999982 8.676593885658862e-16
1195.9819999999982 8.676593885658914e-16
1195.9919999999981 8.676593885658859e-16
1196.0019999999981 8.676593885658917e-16
1196.0119999999981 8.676593885658859e-16
1196.0219999999981 8.676593885658914e-16
1196.031999999998 8.676593885658862e-16
1196.041999999998 8.676593885658914e-16
1196.051999999998 8.676593885658862e-16
1196.061999999998 8.676593885658914e-16
1196.071999999998 8.676593885658862e-16
1196.081999999998 8.676593885658914e-16
1196.091999999998 8.676593885658859e-16
1196.101999999998 8.676593885659046e-16
1196.111999999998 8.676593885658729e-16
1196.121999999998 8.676593885658784e-16
1196.131999999998 8.676593885658991e-16
1196.141999999998 8.676593885658914e-16
1196.151999999998 8.676593885658862e-16
1196.161999999998 8.676593885658914e-16
1196.171999999998 8.676593885658862e-16
1196.181999999998 8.676593885658914e-16
1196.191999999998 8.676593885658859e-16
1196.201999999998 8.643603776827665e-16
1196.211999999998 8.54554984214386e-16
1196.221999999998 8.545549842143959e-16
1196.231999999998 8.54554984214386e-16
1196.241999999998 8.545549842143791e-16
1196.251999999998 8.545549842144029e-16
1196.261999999998 8.545549842143953e-16
1196.271999999998 8.54554984214386e-16
1196.2819999999979 8.545549842143959e-16
1196.2919999999979 8.54554984214386e-16
1196.3019999999979 8.545549842143791e-16
1196.3119999999979 8.545549842144029e-16
1196.3219999999978 8.545549842143953e-16
1196.3319999999978 8.54554984214386e-16
1196.3419999999978 8.545549842143959e-16
1196.3519999999978 8.54554984214386e-16
1196.3619999999978 8.545549842143953e-16
1196.3719999999978 8.545549842143866e-16
1196.3819999999978 8.545549842143953e-16
1196.3919999999978 8.54554984214386e-16
1196.4019999999978 8.545549842143959e-16
1196.4119999999978 8.54554984214386e-16
1196.4219999999978 8.545549842143953e-16
1196.4319999999977 8.545549842144029e-16
1196.4419999999977 8.545549842143791e-16
1196.4519999999977 8.54554984214386e-16
1196.4619999999977 8.545549842143791e-16
1196.4719999999977 8.545549842144029e-16
1196.4819999999977 8.545549842143953e-16
1196.4919999999977 8.54554984214386e-16
1196.5019999999977 8.545549842143959e-16
1196.5119999999977 8.54554984214386e-16
1196.5219999999977 8.545549842143791e-16
1196.5319999999977 8.545549842144029e-16
1196.5419999999976 8.545549842143953e-16
1196.5519999999976 8.54554984214386e-16
1196.5619999999976 8.545549842143791e-16
1196.5719999999976 8.545549842144029e-16
1196.5819999999976 8.545549842143791e-16
1196.5919999999976 8.54554984214386e-16
1196.6019999999976 8.545549842144121e-16
1196.6119999999976 8.54554984214386e-16
1196.6219999999976 8.545549842143791e-16
1196.6319999999976 8.478403873617636e-16
1196.6419999999976 8.358545182015789e-16
1196.6519999999975 8.358545182016109e-16
1196.6619999999975 8.358545182015789e-16
1196.6719999999975 8.358545182016109e-16
1196.6819999999975 8.358545182015789e-16
1196.6919999999975 8.358545182016109e-16
1196.7019999999975 8.358545182015789e-16
1196.7119999999975 8.358545182016109e-16
1196.7219999999975 8.358545182016392e-16
1196.7319999999975 8.358545182015505e-16
1196.7419999999975 8.358545182016392e-16
1196.7519999999975 8.358545182016109e-16
1196.7619999999974 8.358545182015789e-16
1196.7719999999974 8.358545182016109e-16
1196.7819999999974 8.358545182015789e-16
1196.7919999999974 8.358545182016109e-16
1196.8019999999974 8.358545182015789e-16
1196.8119999999974 8.358545182016109e-16
1196.8219999999974 8.358545182015789e-16
1196.8319999999974 8.358545182016109e-16
1196.8419999999974 8.358545182016392e-16
1196.8519999999974 8.358545182015505e-16
1196.8619999999974 8.358545182016392e-16
1196.8719999999973 8.358545182015505e-16
1196.8819999999973 8.358545182016392e-16
1196.8919999999973 8.358545182016109e-16
1196.9019999999973 8.358545182015789e-16
1196.9119999999973 8.358545182016109e-16
1196.9219999999973 8.358545182015789e-16
1196.9319999999973 8.358545182016109e-16
1196.9419999999973 8.358545182015789e-16
1196.9519999999973 8.358545182016109e-16
1196.9619999999973 8.358545182015789e-16
1196.9719999999973 8.358545182016109e-16
1196.9819999999972 8.358545182016392e-16
1196.9919999999972 8.358545182015505e-16
1197.0019999999972 8.358545182016392e-16
1197.0119999999972 8.358545182015505e-16
1197.0219999999972 8.358545182016392e-16
1197.0319999999972 8.358545182016109e-16
1197.0419999999972 8.358545182015789e-16
1197.0519999999972 8.358545182016109e-16
1197.0619999999972 8.358545182015789e-16
1197.0719999999972 8.358545182016109e-16
1197.0819999999972 8.358545182015789e-16
1197.0919999999971 8.358545182016109e-16
